iter	Logloss
353	0.2374716732
354	0.2371520637
355	0.2368462169
356	0.2364673685
357	0.2359877155
358	0.2357559882
359	0.2351593635
360	0.2348251529
361	0.2345204885
362	0.2342181206
363	0.233767469
364	0.233432054
365	0.2329636487
366	0.2324934566
367	0.2321009304
368	0.2315732405
369	0.2311798852
370	0.230815705
371	0.2304512999
372	0.2301797975
373	0.2298302554
374	0.2294676572
375	0.2290307903
376	0.2284384343
377	0.2279728665
378	0.227541621
379	0.2272033752
380	0.226797152
381	0.2264803133
382	0.2261387689
383	0.2258047635
384	0.2254211111
385	0.2250372668
386	0.2247573556
387	0.2243036267
388	0.2239939101
389	0.22372711
390	0.2234453964
391	0.2229838004
392	0.2225257433
393	0.2222715072
394	0.221891109
395	0.2213696529
396	0.2209437143
397	0.2205351383
398	0.2200511634
399	0.2197784663
400	0.2195183355
401	0.219209064
402	0.2188441831
403	0.2184302544
404	0.2181307372
405	0.2177812676
406	0.2173721924
407	0.2168257541
408	0.2163516879
409	0.2159123595
410	0.2155894874
411	0.2152136664
412	0.2149044671
413	0.214638893
414	0.2143128796
415	0.2140062306
416	0.2136460859
417	0.2132059818
418	0.2128195077
419	0.2125228315
420	0.2122327207
421	0.2118709886
422	0.2116288167
423	0.2112480476
424	0.2108199684
425	0.210247772
426	0.2098927368
427	0.2095536305
428	0.2092308873
429	0.2088918944
430	0.2087132099
431	0.2083811409
432	0.2080448954
433	0.2076714251
434	0.2073125928
435	0.2069117135
436	0.2066464634
437	0.206172266
438	0.2058715379
439	0.2055573571
440	0.2052419621
441	0.2048311513
442	0.2044956001
443	0.2040397712
444	0.2037103081
445	0.2033196355
446	0.2029257134
447	0.2024129517
448	0.2018892378
449	0.2015966888
450	0.201410719
451	0.2010413492
452	0.2007068117
453	0.2004269902
454	0.2001930214
455	0.1999158286
456	0.1996651147
457	0.1992040911
458	0.1989036672
459	0.1987096659
460	0.198389859
461	0.1980996467
462	0.1978284092
463	0.1975432906
464	0.1972610336
465	0.1969006342
466	0.1967022498
467	0.1963467179
468	0.1962956644
469	0.195995636
470	0.1956753072
471	0.1954004081
472	0.1950947017
473	0.1948979032
474	0.1944703323
475	0.1940485726
476	0.1938973763
477	0.1936661901
478	0.1934528747
479	0.1931976321
480	0.1929138198
481	0.1926461626
482	0.1923455845
483	0.1921038251
484	0.1917341097
485	0.1915593042
486	0.1913455198
487	0.1910363621
488	0.1908102985
489	0.1905146457
490	0.1902302692
491	0.1897502096
492	0.189390408
493	0.1890981727
494	0.1886184397
495	0.1882732395
496	0.1878909559
497	0.1874531685
498	0.187110558
499	0.186899522
500	0.1866895856
501	0.1863502843
502	0.1861520916
503	0.1859524843
504	0.1857287733
505	0.1854696757
506	0.1849985262
507	0.1847803506
508	0.1844040731
509	0.1842055413
510	0.1839571645
511	0.1837369335
512	0.1834706363
513	0.1831968312
514	0.1830633856
515	0.1827047737
516	0.1824636487
517	0.1822578981
518	0.1819148125
519	0.1816798336
520	0.181330718
521	0.1811170422
522	0.1809399186
523	0.1807347502
524	0.1805023976
525	0.180363669
526	0.1802101865
527	0.1800159952
528	0.1797071982
529	0.1794495221
530	0.1790368851
531	0.1787837354
532	0.178521407
533	0.1781703065
534	0.1778943751
535	0.1777170654
536	0.1774886537
537	0.1772675861
538	0.1768610172
539	0.1765780229
540	0.1761871782
541	0.175941279
542	0.1757723699
543	0.1754579693
544	0.1750400479
545	0.1747771665
546	0.174557826
547	0.1741431121
548	0.1738404195
549	0.1735679812
550	0.1733508791
551	0.1731982156
552	0.1729656791
553	0.1727466793
554	0.1725598686
555	0.1721934906
556	0.1720142956
557	0.1716894431
558	0.1712051301
559	0.1708948213
560	0.1706331786
561	0.1703511745
562	0.1700593175
563	0.1698770392
564	0.1697441788
565	0.1694659119
566	0.1692835655
567	0.1690015248
568	0.1688201584
569	0.1685213806
570	0.1683177266
571	0.1680223685
572	0.1677199322
573	0.1675851293
574	0.1672233761
575	0.1668770234
576	0.1666168701
577	0.1662904026
578	0.1660586379
579	0.1657730732
580	0.1655956253
581	0.165255204
582	0.1650238002
583	0.16471987
584	0.1645261216
585	0.1643476783
586	0.1640810184
587	0.1639427323
588	0.1637139853
589	0.1635116236
590	0.1633177347
591	0.162985127
592	0.1626734312
593	0.1623986337
594	0.162153963
595	0.1618387802
596	0.1616123954
597	0.1613132981
598	0.1610163809
599	0.1608832545
600	0.1606416985
601	0.1604750737
602	0.1602440843
603	0.1601006589
604	0.1598053201
605	0.1596275714
606	0.1593164808
607	0.1591300853
608	0.1590067466
609	0.1587156055
610	0.1583618114
611	0.1581672729
612	0.1579466015
613	0.1577358767
614	0.1573864953
615	0.1572336698
616	0.1570312661
617	0.1568602197
618	0.1565661822
619	0.1563172878
620	0.1560699791
621	0.1557289684
622	0.1555115006
623	0.1552687327
624	0.1551038868
625	0.1548615833
626	0.1545799256
627	0.1542544831
628	0.1540889827
629	0.1537931532
630	0.1535889478
631	0.153370665
632	0.1530229695
633	0.152816212
634	0.1525899214
635	0.1524034267
636	0.1521777361
637	0.1519101324
638	0.1516862106
639	0.1514812762
640	0.1511492853
641	0.1509413105
642	0.1507078161
643	0.1504967569
644	0.1502600148
645	0.150093042
646	0.149955031
647	0.1498452777
648	0.1496250803
649	0.1493734272
650	0.1490398034
651	0.148692575
652	0.148340218
653	0.1480980342
654	0.1478914597
655	0.14767763
656	0.1474859237
657	0.1472458466
658	0.1470460674
659	0.1467374216
660	0.1464701814
661	0.146229064
662	0.1460812645
663	0.1459295625
664	0.1457832385
665	0.1455085549
666	0.1451556232
667	0.1449490939
668	0.1447947992
669	0.1445190758
670	0.144314757
671	0.1441246165
672	0.1437886065
673	0.1434336286
674	0.1432208091
675	0.143047627
676	0.1426994511
677	0.1425005125
678	0.1422548548
679	0.1419478203
680	0.1416923824
681	0.1415000861
682	0.1411214973
683	0.1408743073
684	0.140680231
685	0.1405080253
686	0.1402839613
687	0.1401095617
688	0.1398976211
689	0.1396847924
690	0.1394917328
691	0.1393094457
692	0.1391032029
693	0.138864632
694	0.1386420808
695	0.138322607
696	0.1381978917
697	0.1379125767
698	0.1376847482
699	0.1374346561
700	0.1372583244
701	0.1370075962
702	0.1367378754
703	0.1366001186
704	0.1364559076
705	0.1362831135
706	0.1360366026
707	0.1356185976
708	0.1352810476
709	0.1350051618
710	0.1348061278
711	0.1345875587
712	0.1343412845
713	0.1341995276
714	0.1340212154
715	0.1337764694
716	0.1336534975
717	0.1334778761
718	0.1333245085
719	0.133106722
720	0.1328708971
721	0.1325065867
722	0.132347142
723	0.132146549
724	0.1319292254
725	0.1317257648
726	0.1314751119
727	0.1311709857
728	0.1309074794
729	0.130655883
730	0.130405806
731	0.1302458673
732	0.1300412013
733	0.1299193007
734	0.1297410761
735	0.1295646314
736	0.1292495464
737	0.1289863033
738	0.1287815023
739	0.1285038054
740	0.1283572767
741	0.1281664263
742	0.1280014673
743	0.1277995224
744	0.1275635937
745	0.1273239681
746	0.1271674038
747	0.126966177
748	0.1267242856
749	0.1265739611
750	0.1264106995
751	0.1262343357
752	0.1259959146
753	0.1257914528
754	0.1255973327
755	0.1254398146
756	0.1252644466
757	0.1250465184
758	0.1248144221
759	0.1244748553
760	0.1242695499
761	0.1241208724
762	0.1239056935
763	0.1236928003
764	0.1235137846
765	0.1233212938
766	0.1230694004
767	0.1228944414
768	0.1226075114
769	0.1224320452
770	0.1222553831
771	0.1220751593
772	0.1218148248
773	0.1215883563
774	0.1213823611
775	0.1211049142
776	0.1209015837
777	0.1207162529
778	0.1204206472
779	0.1202340751
780	0.119959366
781	0.119714562
782	0.119492092
783	0.1192760709
784	0.1189491766
785	0.1186088378
786	0.1184816182
787	0.1182839157
788	0.118148268
789	0.1179271115
790	0.1177645461
791	0.1175614358
792	0.117409385
793	0.1172605063
794	0.1170801031
795	0.1168435371
796	0.1166955834
797	0.1164800553
798	0.116252564
799	0.1160864327
800	0.1160540196
801	0.1158719653
802	0.1156962419
803	0.1154386009
804	0.1152400361
805	0.1150748955
806	0.114900133
807	0.1147639856
808	0.1145413262
809	0.1143130187
810	0.1141018461
811	0.1138665836
812	0.1136739355
813	0.1135297376
814	0.1134145099
815	0.1132310704
816	0.1130210215
817	0.1127964783
818	0.1126751838
819	0.1125353219
820	0.1122930244
821	0.11208819
822	0.1118933055
823	0.11177594
824	0.1115948482
825	0.1114075071
826	0.1111908051
827	0.1110206926
828	0.1109130758
829	0.1107775854
830	0.1106198577
831	0.1104320171
832	0.1102817579
833	0.1100804161
834	0.1099232944
835	0.1097668344
836	0.1095996702
837	0.1094768914
838	0.1092659015
839	0.1091125481
840	0.1089455511
841	0.1086929699
842	0.1085418786
843	0.1083417796
844	0.1081809261
845	0.1079797839
846	0.107787719
847	0.1076605783
848	0.1075056078
849	0.1073568715
850	0.1071200244
851	0.1069368279
852	0.1067862674
853	0.1065633855
854	0.1063790261
855	0.1062646327
856	0.1060671416
857	0.105955208
858	0.1058599498
859	0.1056627926
860	0.105387989
861	0.1052345543
862	0.1049998577
863	0.1048761331
864	0.1046698059
865	0.104513401
866	0.1042920211
867	0.1041463562
868	0.1040419173
869	0.10389452
870	0.1037277894
871	0.1035507708
872	0.1034254616
873	0.1032904797
874	0.1031162502
875	0.1028360849
876	0.1025736188
877	0.1023973811
878	0.102141622
879	0.101966255
880	0.1017934547
881	0.101669801
882	0.1016120745
883	0.1014033022
884	0.1012540647
885	0.101083031
886	0.1009233648
887	0.1007840809
888	0.1006553332
889	0.100470832
890	0.1002908997
891	0.1000643945
892	0.09989263
893	0.09973222356
894	0.09956457642
895	0.09940903434
896	0.0991998428
897	0.09906712263
898	0.09887395187
899	0.09865494803
900	0.09853023436
901	0.09837665765
902	0.09827245429
903	0.09812299724
904	0.09799550661
905	0.09780930145
906	0.09759189697
907	0.0974457447
908	0.09727423477
909	0.09719195032
910	0.09698495625
911	0.0968977445
912	0.09672378314
913	0.09660096946
914	0.09643675328
915	0.09617591207
916	0.09601541188
917	0.09586065231
918	0.0956622103
919	0.09551953322
920	0.09537379667
921	0.09516965086
922	0.0949201119
923	0.09477957653
924	0.09460191716
925	0.09438287277
926	0.0942542591
927	0.0941148694
928	0.09392198664
929	0.09375596046
930	0.09352629658
931	0.09337221931
932	0.09326240061
933	0.09313769731
934	0.09299923318
935	0.09285138922
936	0.09277067925
937	0.09264599245
938	0.09249457022
939	0.09240148247
940	0.09224780074
941	0.0921011229
942	0.0919689401
943	0.09177007831
944	0.0916383142
945	0.09147233509
946	0.09136748114
947	0.09128396314
948	0.09113614336
949	0.0910070633
950	0.09086298633
951	0.09077510181
952	0.09075265417
953	0.09062533156
954	0.09039633477
955	0.09020803579
956	0.09009079542
957	0.08998217178
958	0.0898744323
959	0.08968059381
960	0.0894751198
961	0.08934644198
962	0.08922679499
963	0.08918382981
964	0.08909772647
965	0.08897167873
966	0.08885667974
967	0.08871159069
968	0.08866828735
969	0.08848687744
970	0.08837507653
971	0.08823907388
972	0.08811125909
973	0.08799652269
974	0.08784544191
975	0.0877007843
976	0.08755916025
977	0.08745194655
978	0.08736574437
979	0.08720026718
980	0.08703249677
981	0.08689306342
982	0.086750596
983	0.08654913031
984	0.08637666341
985	0.08628361666
986	0.08614601375
987	0.08599820899
988	0.08597279775
989	0.0858752585
990	0.08571828772
991	0.08561409416
992	0.08548235397
993	0.0853365964
994	0.08520310688
995	0.08506948172
996	0.0849047388
997	0.08476689456
998	0.08465016217
999	0.08451175735
